"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045137","GO:0045137","development of primary sexual characteristics","6/91","227/18723",0.000840416421186932,0.0240727498178339,0.0200076065087184,"HSPA5/BASP1/NR2F2/SDC1/ICAM1/VEGFA",6
"GO:0008360","GO:0008360","regulation of cell shape","5/91","154/18723",0.000929003878189422,0.0259006281239211,0.0215268126721507,"RHOB/ICAM1/CDC42EP3/VEGFA/TPM1",5
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","5/91","154/18723",0.000929003878189422,0.0259006281239211,0.0215268126721507,"FOXJ1/SRSF6/ZFP36/SPRED1/VEGFA",5
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","3/91","40/18723",0.000963432613508106,0.0265070736163875,0.0220308482673391,"ICAM1/KLF2/PTGS2",3
"GO:0036293","GO:0036293","response to decreased oxygen levels","7/91","322/18723",0.000981728861301123,0.0266596759607876,0.0221576807930028,"HSP90B1/PLAT/PLOD2/ICAM1/NOX4/VEGFA/PTGS2",7
"GO:0009750","GO:0009750","response to fructose","2/91","10/18723",0.0010250703170811,0.0270746592248928,0.0225025862117335,"KRT18/PTGS2",2
"GO:2000048","GO:2000048","negative regulation of cell-cell adhesion mediated by cadherin","2/91","10/18723",0.0010250703170811,0.0270746592248928,0.0225025862117335,"EPCAM/VEGFA",2
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","3/91","41/18723",0.00103585496795381,0.0270746592248928,0.0225025862117335,"ICAM1/KLF2/PTGS2",3
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis","4/91","94/18723",0.00114070508042223,0.0294470904094183,0.0244743871056154,"SPRED1/VEGFA/NR4A1/PTGS2",4
"GO:0008585","GO:0008585","female gonad development","4/91","95/18723",0.00118646528670012,0.030254864810853,0.0251457533805122,"HSPA5/NR2F2/ICAM1/VEGFA",4
"GO:0042447","GO:0042447","hormone catabolic process","2/91","11/18723",0.00124890435192409,0.030522239585626,0.0253679768208958,"SPP1/ECE1",2
"GO:1903897","GO:1903897","regulation of PERK-mediated unfolded protein response","2/91","11/18723",0.00124890435192409,0.030522239585626,0.0253679768208958,"HSPA5/AGR2",2
"GO:1990440","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","2/91","11/18723",0.00124890435192409,0.030522239585626,0.0253679768208958,"ATF3/HSPA5",2
"GO:0062197","GO:0062197","cellular response to chemical stress","7/91","337/18723",0.00127719860081748,0.030522239585626,0.0253679768208958,"JUN/SRXN1/OXR1/RHOB/TPM1/KLF2/PTGS2",7
"GO:0014909","GO:0014909","smooth muscle cell migration","4/91","97/18723",0.00128181908394205,0.030522239585626,0.0253679768208958,"TRIB1/PLAT/NOX4/TPM1",4
"GO:0045785","GO:0045785","positive regulation of cell adhesion","8/91","437/18723",0.00129462872457273,0.030522239585626,0.0253679768208958,"CCN1/SDC4/AGR2/CD47/S100A10/ICAM1/VEGFA/TPM1",8
"GO:0001655","GO:0001655","urogenital system development","7/91","338/18723",0.00129912927934993,0.030522239585626,0.0253679768208958,"FOXJ1/SDC4/BASP1/EPCAM/SDC1/COL4A4/VEGFA",7
"GO:0033002","GO:0033002","muscle cell proliferation","6/91","248/18723",0.00132528546499508,0.0306289776519445,0.0254566901272926,"JUN/TRIB1/ABCC4/HBEGF/TPM1/PTGS2",6
"GO:1903034","GO:1903034","regulation of response to wounding","5/91","167/18723",0.00133296842005115,0.0306289776519445,0.0254566901272926,"PLAT/SPP1/SRSF6/HBEGF/F3",5
"GO:0046545","GO:0046545","development of primary female sexual characteristics","4/91","100/18723",0.001434716523138,0.0326086114117561,0.0271020249393689,"HSPA5/NR2F2/ICAM1/VEGFA",4
"GO:0034612","GO:0034612","response to tumor necrosis factor","6/91","253/18723",0.00146714280867702,0.0328826413012634,0.0273297796513307,"KRT18/TXNDC17/ZFP36/ICAM1/KLF2/PTGS2",6
"GO:0006620","GO:0006620","posttranslational protein targeting to endoplasmic reticulum membrane","2/91","12/18723",0.00149395070474415,0.0328826413012634,0.0273297796513307,"HSPA5/SEC62",2
"GO:0060009","GO:0060009","Sertoli cell development","2/91","12/18723",0.00149395070474415,0.0328826413012634,0.0273297796513307,"SDC1/ICAM1",2
"GO:0070482","GO:0070482","response to oxygen levels","7/91","347/18723",0.00151008181967209,0.0328914696347328,0.0273371171521779,"HSP90B1/PLAT/PLOD2/ICAM1/NOX4/VEGFA/PTGS2",7
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","6/91","256/18723",0.00155765106707721,0.0335778183634892,0.0279075627970101,"JUN/HSP90B1/ATF3/HSPA5/AGR2/PDIA3",6
"GO:0048639","GO:0048639","positive regulation of developmental growth","5/91","174/18723",0.00159782016648472,0.0339846643536076,0.0282457050757916,"AGR2/AGRN/BASP1/PPIB/VEGFA",5
"GO:0044458","GO:0044458","motile cilium assembly","3/91","48/18723",0.00163997630983335,0.0339846643536076,0.0282457050757916,"FOXJ1/BBOF1/DNAAF1",3
"GO:0045927","GO:0045927","positive regulation of growth","6/91","259/18723",0.00165235667276756,0.0339846643536076,0.0282457050757916,"AGR2/AGRN/BASP1/PPIB/HBEGF/VEGFA",6
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","4/91","104/18723",0.00165778850505403,0.0339846643536076,0.0282457050757916,"JUN/ABCC4/HBEGF/PTGS2",4
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","4/91","104/18723",0.00165778850505403,0.0339846643536076,0.0282457050757916,"SDC4/AGRN/S100A10/VEGFA",4
"GO:0009314","GO:0009314","response to radiation","8/91","456/18723",0.00169338140806003,0.0343772866432381,0.0285720255974156,"JUN/DUSP1/HSPA5/RHOB/ICAM1/NOX4/CUL4B/PTGS2",8
"GO:0030857","GO:0030857","negative regulation of epithelial cell differentiation","3/91","49/18723",0.00174082719775026,0.0350006699086133,0.0290901386992477,"SRSF6/SPRED1/VEGFA",3
"GO:0010631","GO:0010631","epithelial cell migration","7/91","357/18723",0.00177491862516138,0.0352191027205613,0.0292716849614371,"NR2F2/HBEGF/RHOB/SPRED1/VEGFA/NR4A1/PTGS2",7
"GO:0003018","GO:0003018","vascular process in circulatory system","6/91","263/18723",0.00178537775627905,0.0352191027205613,0.0292716849614371,"ABCC4/ECE1/ICAM1/VEGFA/KLF2/PTGS2",6
"GO:0090132","GO:0090132","epithelium migration","7/91","360/18723",0.00186103093151219,0.036368370820486,0.0302268772053776,"NR2F2/HBEGF/RHOB/SPRED1/VEGFA/NR4A1/PTGS2",7
"GO:0090130","GO:0090130","tissue migration","7/91","365/18723",0.00201173804167891,0.0389088370224241,0.0323383371965175,"NR2F2/HBEGF/RHOB/SPRED1/VEGFA/NR4A1/PTGS2",7
"GO:0014812","GO:0014812","muscle cell migration","4/91","110/18723",0.0020359906979406,0.0389088370224241,0.0323383371965175,"TRIB1/PLAT/NOX4/TPM1",4
"GO:1903894","GO:1903894","regulation of IRE1-mediated unfolded protein response","2/91","14/18723",0.00204685417143312,0.0389088370224241,0.0323383371965175,"HSPA5/AGR2",2
"GO:0002040","GO:0002040","sprouting angiogenesis","5/91","185/18723",0.00208958139591032,0.0393631954851214,0.0327159685599615,"SPRED1/VEGFA/KLF2/NR4A1/PTGS2",5
"GO:0071478","GO:0071478","cellular response to radiation","5/91","186/18723",0.00213919278979607,0.0399379653880677,0.0331936775935462,"HSPA5/RHOB/NOX4/CUL4B/PTGS2",5
"GO:0001667","GO:0001667","ameboidal-type cell migration","8/91","475/18723",0.00218397423401049,0.0404131869319995,0.0335886489087222,"SDC4/NR2F2/HBEGF/RHOB/SPRED1/VEGFA/NR4A1/PTGS2",8
"GO:0007548","GO:0007548","sex differentiation","6/91","276/18723",0.00227444994378554,0.041718200284698,0.0346732858466291,"HSPA5/BASP1/NR2F2/SDC1/ICAM1/VEGFA",6
"GO:0046660","GO:0046660","female sex differentiation","4/91","114/18723",0.00231891886727329,0.0417190270154824,0.0346739729681398,"HSPA5/NR2F2/ICAM1/VEGFA",4
"GO:0044406","GO:0044406","adhesion of symbiont to host","2/91","15/18723",0.00235430185931464,0.0417190270154824,0.0346739729681398,"BPIFA1/ICAM1",2
"GO:0048569","GO:0048569","post-embryonic animal organ development","2/91","15/18723",0.00235430185931464,0.0417190270154824,0.0346739729681398,"EFEMP1/VEGFA",2
"GO:1903543","GO:1903543","positive regulation of exosomal secretion","2/91","15/18723",0.00235430185931464,0.0417190270154824,0.0346739729681398,"SDC4/SDC1",2
"GO:0043542","GO:0043542","endothelial cell migration","6/91","279/18723",0.002400412596536,0.0421786784819898,0.0350560035106674,"NR2F2/RHOB/SPRED1/VEGFA/NR4A1/PTGS2",6
"GO:0038066","GO:0038066","p38MAPK cascade","3/91","55/18723",0.0024273837182488,0.0422971612904853,0.0351544782353401,"DUSP1/ZFP36/VEGFA",3
"GO:0002693","GO:0002693","positive regulation of cellular extravasation","2/91","16/18723",0.00268214299492505,0.045998170705297,0.0382305015653278,"CD47/ICAM1",2
"GO:0031032","GO:0031032","actomyosin structure organization","5/91","196/18723",0.0026837765786926,0.045998170705297,0.0382305015653278,"SDC4/CD47/S100A10/NOX4/TPM1",5
"GO:0034599","GO:0034599","cellular response to oxidative stress","6/91","288/18723",0.00280999095483535,0.0472593860439839,0.0392787366199086,"JUN/SRXN1/OXR1/RHOB/TPM1/KLF2",6
"GO:0001954","GO:0001954","positive regulation of cell-matrix adhesion","3/91","58/18723",0.00282516654973601,0.0472593860439839,0.0392787366199086,"SDC4/S100A10/VEGFA",3
"GO:0010559","GO:0010559","regulation of glycoprotein biosynthetic process","3/91","58/18723",0.00282516654973601,0.0472593860439839,0.0392787366199086,"RAMP1/BACE2/HBEGF",3
"GO:1904019","GO:1904019","epithelial cell apoptotic process","4/91","121/18723",0.00287730702001909,0.0477495950703168,0.0396861644950001,"KRT18/SRSF6/ZFP36/ICAM1",4
"GO:0010632","GO:0010632","regulation of epithelial cell migration","6/91","292/18723",0.00300797804831436,0.0491170469024836,0.040822695983287,"NR2F2/HBEGF/RHOB/SPRED1/VEGFA/PTGS2",6
"GO:0060977","GO:0060977","coronary vasculature morphogenesis","2/91","17/18723",0.00303017649470128,0.0491170469024836,0.040822695983287,"SPRED1/VEGFA",2
"GO:1903541","GO:1903541","regulation of exosomal secretion","2/91","17/18723",0.00303017649470128,0.0491170469024836,0.040822695983287,"SDC4/SDC1",2
"GO:0036499","GO:0036499","PERK-mediated unfolded protein response","2/91","18/18723",0.00339820271059018,0.0536861416950856,0.0446202119049492,"HSPA5/AGR2",2
"GO:0060008","GO:0060008","Sertoli cell differentiation","2/91","18/18723",0.00339820271059018,0.0536861416950856,0.0446202119049492,"SDC1/ICAM1",2
"GO:0071318","GO:0071318","cellular response to ATP","2/91","18/18723",0.00339820271059018,0.0536861416950856,0.0446202119049492,"HSP90B1/PTGS2",2
"GO:0032835","GO:0032835","glomerulus development","3/91","62/18723",0.00341475698012739,0.0536861416950856,0.0446202119049492,"FOXJ1/BASP1/COL4A4",3
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","5/91","209/18723",0.00353394304471909,0.0551453351231912,0.0458329926695304,"CCN1/VEGFA/NR4A1/PTGS2/F3",5
"GO:1903018","GO:1903018","regulation of glycoprotein metabolic process","3/91","64/18723",0.00373566624195087,0.0578613193475502,0.0480903311147048,"RAMP1/BACE2/HBEGF",3
"GO:0036498","GO:0036498","IRE1-mediated unfolded protein response","2/91","19/18723",0.00378602342109469,0.0582101100993309,0.0483802218903044,"HSPA5/AGR2",2
"GO:0022604","GO:0022604","regulation of cell morphogenesis","6/91","309/18723",0.0039680065757193,0.0604224238801159,0.0502189442603999,"RHOB/S100A10/ICAM1/CDC42EP3/VEGFA/TPM1",6
"GO:0009612","GO:0009612","response to mechanical stimulus","5/91","216/18723",0.00406444315099438,0.0604224238801159,0.0502189442603999,"JUN/TXNIP/FOSB/MMP7/PTGS2",5
"GO:0019229","GO:0019229","regulation of vasoconstriction","3/91","66/18723",0.00407439587139949,0.0604224238801159,0.0502189442603999,"ECE1/ICAM1/PTGS2",3
"GO:0051893","GO:0051893","regulation of focal adhesion assembly","3/91","66/18723",0.00407439587139949,0.0604224238801159,0.0502189442603999,"SDC4/S100A10/VEGFA",3
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly","3/91","66/18723",0.00407439587139949,0.0604224238801159,0.0502189442603999,"SDC4/S100A10/VEGFA",3
"GO:0061041","GO:0061041","regulation of wound healing","4/91","134/18723",0.00414642912212951,0.0608922697956914,0.050609447724678,"PLAT/SRSF6/HBEGF/F3",4
"GO:0010042","GO:0010042","response to manganese ion","2/91","20/18723",0.00419344182237186,0.0608922697956914,0.050609447724678,"HSPA5/PTGS2",2
"GO:1990182","GO:1990182","exosomal secretion","2/91","20/18723",0.00419344182237186,0.0608922697956914,0.050609447724678,"SDC4/SDC1",2
"GO:0003158","GO:0003158","endothelium development","4/91","136/18723",0.00437036289537731,0.0630236469947169,0.0523809011997672,"NR2F2/RHOB/ICAM1/VEGFA",4
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","5/91","221/18723",0.00447672195333125,0.0639799266756819,0.0531756948030662,"CCN1/SDC4/AGR2/S100A10/VEGFA",5
