"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","5/118","32/18723",1.60482758541949e-06,0.000178833613105658,0.000139036092411857,"PRDX1/GPX1/CAT/PRDX3/GPX3",5
"GO:0042743","GO:0042743","hydrogen peroxide metabolic process","6/118","58/18723",1.70824834528051e-06,0.000182426687873082,0.000141829566562106,"PRDX1/GPX1/RAC1/CAT/PRDX3/GPX3",6
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","8/118","133/18723",1.99287817376366e-06,0.00020430987037425,0.000158842879281457,"CALR/ATP5F1B/GRN/HSPB1/ATP5F1A/RAC1/NFE2L2/PTGS2",8
"GO:0010594","GO:0010594","regulation of endothelial cell migration","10/118","232/18723",2.12944986612393e-06,0.000209914615649063,0.000163200348039377,"CALR/ATP5F1B/RHOA/GRN/HSPB1/ATP5F1A/RAC1/NFE2L2/STC1/PTGS2",10
"GO:0045454","GO:0045454","cell redox homeostasis","5/118","35/18723",2.54835279129418e-06,0.000241904748299518,0.000188071416527091,"PRDX1/GPX1/NQO1/NFE2L2/PRDX3",5
"GO:0098754","GO:0098754","detoxification","8/118","152/18723",5.39722090340316e-06,0.000494038470550797,0.000384095457524142,"PRDX1/GPX1/NQO1/NFE2L2/CAT/PRDX3/GPX3/PTGS2",8
"GO:1902176","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","4/118","20/18723",6.71828894988862e-06,0.00058594610181962,0.000455550021867688,"GPX1/HSPB1/NFE2L2/NONO",4
"GO:0052547","GO:0052547","regulation of peptidase activity","13/118","461/18723",6.85851855426788e-06,0.00058594610181962,0.000455550021867688,"APLP2/GAPDH/GPX1/RHOA/GRN/APP/SPINT2/RACK1/RPS3/PRDX3/PRNP/TMED10/PTGS2",13
"GO:1903201","GO:1903201","regulation of oxidative stress-induced cell death","6/118","74/18723",7.20320720737473e-06,0.000595542582983917,0.000463010908100521,"GPX1/HSPB1/RACK1/NFE2L2/NONO/P4HB",6
"GO:0008631","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","5/118","45/18723",9.12067903157049e-06,0.000730509386184849,0.000567942283117202,"GPX1/HSPB1/NFE2L2/NONO/P4HB",5
"GO:1905897","GO:1905897","regulation of response to endoplasmic reticulum stress","6/118","82/18723",1.30692972733104e-05,0.00101504875489378,0.00078916043822573,"CLU/TMBIM6/RACK1/NFE2L2/ERP29/AGR2",6
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","7/118","126/18723",1.50146552033106e-05,0.00111801311890484,0.000869211176904884,"SFRP1/PDIA3/ITM2C/EIF5A/RACK1/RPS3/MAGED1",7
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","8/118","176/18723",1.57898033986008e-05,0.00111801311890484,0.000869211176904884,"CALR/ATP5F1B/GRN/HSPB1/ATP5F1A/RAC1/NFE2L2/PTGS2",8
"GO:0010631","GO:0010631","epithelial cell migration","11/118","357/18723",1.61012769876589e-05,0.00111801311890484,0.000869211176904884,"CALR/ATP5F1B/GPX1/RHOA/GRN/HSPB1/ATP5F1A/RAC1/NFE2L2/STC1/PTGS2",11
"GO:0010632","GO:0010632","regulation of epithelial cell migration","10/118","292/18723",1.61398694496601e-05,0.00111801311890484,0.000869211176904884,"CALR/ATP5F1B/RHOA/GRN/HSPB1/ATP5F1A/RAC1/NFE2L2/STC1/PTGS2",10
"GO:0090132","GO:0090132","epithelium migration","11/118","360/18723",1.73997732520354e-05,0.00117321937731183,0.000912131869006835,"CALR/ATP5F1B/GPX1/RHOA/GRN/HSPB1/ATP5F1A/RAC1/NFE2L2/STC1/PTGS2",11
"GO:0070997","GO:0070997","neuron death","11/118","361/18723",1.78523432365046e-05,0.00117321937731183,0.000912131869006835,"CLU/GAPDH/GPX1/RHOA/GRN/APP/CDC42/RACK1/NQO1/NONO/PRNP",11
"GO:0052548","GO:0052548","regulation of endopeptidase activity","12/118","432/18723",1.83504907415184e-05,0.00117580769426279,0.000914144183518271,"APLP2/GAPDH/GPX1/RHOA/APP/SPINT2/RACK1/RPS3/PRDX3/PRNP/TMED10/PTGS2",12
"GO:0031647","GO:0031647","regulation of protein stability","10/118","298/18723",1.92268634145365e-05,0.00119185749120515,0.00092662226866187,"CALR/CLU/CD81/GAPDH/GRN/LAMP1/LAMP2/CRTAP/IFI30/PRNP",10
"GO:0090130","GO:0090130","tissue migration","11/118","365/18723",1.97663676424929e-05,0.00119185749120515,0.00092662226866187,"CALR/ATP5F1B/GPX1/RHOA/GRN/HSPB1/ATP5F1A/RAC1/NFE2L2/STC1/PTGS2",11
"GO:1903202","GO:1903202","negative regulation of oxidative stress-induced cell death","5/118","53/18723",2.05793319984307e-05,0.00119185749120515,0.00092662226866187,"GPX1/HSPB1/RACK1/NFE2L2/NONO",5
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","9/118","239/18723",2.06893079640696e-05,0.00119185749120515,0.00092662226866187,"PRDX1/GPX1/RHOA/RAC1/NQO1/NFE2L2/CAT/PRDX3/GPX3",9
"GO:1900407","GO:1900407","regulation of cellular response to oxidative stress","6/118","89/18723",2.09260971924432e-05,0.00119185749120515,0.00092662226866187,"GPX1/HSPB1/RACK1/NFE2L2/NONO/P4HB",6
"GO:0051402","GO:0051402","neuron apoptotic process","9/118","246/18723",2.59747022496425e-05,0.00144724264925725,0.00112517417296506,"GAPDH/GPX1/RHOA/GRN/APP/CDC42/NQO1/NONO/PRNP",9
"GO:0090647","GO:0090647","modulation of age-related behavioral decline","3/118","10/18723",2.83545379850019e-05,0.00151931333971449,0.0011812062969298,"B2M/APP/PRNP",3
"GO:0050821","GO:0050821","protein stabilization","8/118","191/18723",2.84537808452187e-05,0.00151931333971449,0.0011812062969298,"CALR/CLU/GAPDH/GRN/LAMP1/LAMP2/CRTAP/IFI30",8
"GO:0036473","GO:0036473","cell death in response to oxidative stress","6/118","95/18723",3.03516506213791e-05,0.00157691536769052,0.00122598960553552,"GPX1/HSPB1/RACK1/NFE2L2/NONO/P4HB",6
"GO:0032355","GO:0032355","response to estradiol","7/118","141/18723",3.10955833767965e-05,0.00157691536769052,0.00122598960553552,"CALR/SFRP1/PAM/NQO1/CAT/CCND1/PTGS2",7
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","9/118","252/18723",3.13783393492847e-05,0.00157691536769052,0.00122598960553552,"APLP2/GAPDH/GPX1/APP/SPINT2/PRDX3/PRNP/TMED10/PTGS2",9
"GO:0043525","GO:0043525","positive regulation of neuron apoptotic process","5/118","58/18723",3.20455626650725e-05,0.00157947648289578,0.00122798077176077,"RHOA/GRN/CDC42/NQO1/PRNP",5
"GO:1901216","GO:1901216","positive regulation of neuron death","6/118","97/18723",3.41587142730996e-05,0.00165186386192366,0.00128425910861921,"CLU/RHOA/GRN/CDC42/NQO1/PRNP",6
"GO:1902882","GO:1902882","regulation of response to oxidative stress","6/118","98/18723",3.62009589649112e-05,0.00171820477457532,0.00133583655595667,"GPX1/HSPB1/RACK1/NFE2L2/NONO/P4HB",6
"GO:0034975","GO:0034975","protein folding in endoplasmic reticulum","3/118","11/18723",3.88081956545236e-05,0.00177928815814427,0.00138332648145352,"CALR/PDIA3/P4HB",3
"GO:0042542","GO:0042542","response to hydrogen peroxide","7/118","146/18723",3.88763702130624e-05,0.00177928815814427,0.00138332648145352,"GPX1/RACK1/NQO1/NFE2L2/CAT/RPS3/PRDX3",7
"GO:0006417","GO:0006417","regulation of translation","12/118","468/18723",4.01400563315617e-05,0.0018048941118911,0.001403234102228,"CALR/NCL/GAPDH/RHOA/EIF5A/APP/CSDE1/HSPB1/RACK1/EIF4H/RPL13A/RPS3",12
"GO:0009636","GO:0009636","response to toxic substance","9/118","262/18723",4.25009161976573e-05,0.00184626861380671,0.00143540114829911,"PRDX1/GPX1/NQO1/NFE2L2/CAT/PRDX3/PON2/GPX3/PTGS2",9
"GO:0010466","GO:0010466","negative regulation of peptidase activity","9/118","262/18723",4.25009161976573e-05,0.00184626861380671,0.00143540114829911,"APLP2/GAPDH/GPX1/APP/SPINT2/PRDX3/PRNP/TMED10/PTGS2",9
"GO:0060135","GO:0060135","maternal process involved in female pregnancy","5/118","62/18723",4.43569267848774e-05,0.00189478005582735,0.00147311688427672,"PAM/PRDX3/MMP7/STC1/PTGS2",5
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","8/118","209/18723",5.39400914137289e-05,0.00226636810317028,0.00176201195938203,"SFRP1/CLU/GPX1/RHOA/APP/CDC42/RAC1/RPS3",8
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","9/118","273/18723",5.84219907037271e-05,0.00241508971247827,0.00187763715453575,"CALR/CLU/NCL/GAPDH/RACK1/ORMDL3/RPL13A/RPS3/PRNP",9
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","6/118","108/18723",6.25319538410242e-05,0.00254395869356421,0.00197782771296673,"CALR/RHOA/CDC42/RAC1/P4HB/ITGAV",6
"GO:0046034","GO:0046034","ATP metabolic process","9/118","277/18723",6.53392550552244e-05,0.00261663297978969,0.00203432910887401,"ENO1/ATP5F1B/GAPDH/RHOA/APP/PGK1/ATP5F1A/CHCHD2/TPI1",9
"GO:0035966","GO:0035966","response to topologically incorrect protein","7/118","159/18723",6.68434449722906e-05,0.00263568845329201,0.00204914398919103,"CLU/TMBIM6/HSPB1/RACK1/NFE2L2/CCND1/AGR2",7
"GO:0000302","GO:0000302","response to reactive oxygen species","8/118","222/18723",8.23442950843244e-05,0.00318571644087742,0.0024767690915584,"PRDX1/GPX1/RACK1/NQO1/NFE2L2/CAT/RPS3/PRDX3",8
"GO:1900037","GO:1900037","regulation of cellular response to hypoxia","3/118","14/18723",8.44381415754827e-05,0.00318571644087742,0.0024767690915584,"ENO1/TMBIM6/CHCHD2",3
"GO:0007041","GO:0007041","lysosomal transport","6/118","114/18723",8.4521544276108e-05,0.00318571644087742,0.0024767690915584,"CLU/GRN/LAMP1/LAMP2/TMEM106B/GNPTAB",6
"GO:0045785","GO:0045785","positive regulation of cell adhesion","11/118","437/18723",0.000100528222933346,0.0037341135562053,0.00290312625496299,"CALR/SFRP1/CD81/RHOA/B2M/CDC42/RAC1/RPS3/P4HB/ITGAV/AGR2",11
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration","5/118","76/18723",0.000118061753204796,0.00432274676376987,0.00336076539573952,"ATP5F1B/HSPB1/ATP5F1A/NFE2L2/PTGS2",5
"GO:0010038","GO:0010038","response to metal ion","10/118","373/18723",0.000126199974006238,0.00445161895439812,0.00346095844946327,"CALR/B2M/APP/PAM/NQO1/NFE2L2/CAT/PRNP/CCND1/PTGS2",10
"GO:0043534","GO:0043534","blood vessel endothelial cell migration","7/118","176/18723",0.000126301362984038,0.00445161895439812,0.00346095844946327,"ATP5F1B/GPX1/RHOA/HSPB1/ATP5F1A/NFE2L2/PTGS2",7
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","4/118","41/18723",0.000126792112239978,0.00445161895439812,0.00346095844946327,"CALR/CDC42/RAC1/P4HB",4
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","6/118","123/18723",0.000128628919995044,0.00445508002631482,0.00346364929659484,"CALR/SFRP1/CDC42/RAC1/P4HB/AGR2",6
"GO:0046688","GO:0046688","response to copper ion","4/118","42/18723",0.000139460035024892,0.00476581426358396,0.00370523293055607,"APP/PAM/NFE2L2/PRNP",4
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","10/118","379/18723",0.00014371944913775,0.00484674931763227,0.00376815674816843,"TMBIM6/APLP2/GAPDH/GPX1/APP/SPINT2/PRDX3/PRNP/TMED10/PTGS2",10
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","10/118","383/18723",0.000156506351761133,0.00520942570862056,0.00405012336136465,"SFRP1/CLU/GPX1/RHOA/APP/CDC42/RAC1/RPS3/TMOD3/TMSB10",10
"GO:0006096","GO:0006096","glycolytic process","5/118","81/18723",0.000159686143911878,0.0052471229082839,0.0040794314497326,"ENO1/GAPDH/APP/PGK1/TPI1",5
"GO:0009410","GO:0009410","response to xenobiotic stimulus","11/118","462/18723",0.000163638258456962,0.00530892223323029,0.00412747799145941,"CALR/SFRP1/GPX1/RHOA/B2M/PAM/NQO1/NFE2L2/CAT/PRNP/PTGS2",11
"GO:0006757","GO:0006757","ATP generation from ADP","5/118","82/18723",0.000169206718368928,0.00542096023974452,0.00421458312989974,"ENO1/GAPDH/APP/PGK1/TPI1",5
"GO:0061462","GO:0061462","protein localization to lysosome","4/118","46/18723",0.000199413456676635,0.00630983567237303,0.00490564877828291,"CLU/CD81/LAMP2/GNPTAB",4
"GO:0001667","GO:0001667","ameboidal-type cell migration","11/118","475/18723",0.000208047266703685,0.0065027456653847,0.00505562870179815,"CALR/ATP5F1B/GPX1/RHOA/GRN/HSPB1/ATP5F1A/RAC1/NFE2L2/STC1/PTGS2",11
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","4/118","47/18723",0.000216908967675688,0.00669804438738299,0.00520746576804157,"TMBIM6/NFE2L2/EPAS1/MUC1",4
"GO:0007039","GO:0007039","protein catabolic process in the vacuole","3/118","19/18723",0.000219668713037633,0.00670251085137445,0.0052109382679228,"CD81/LAMP2/TMEM106B",3
"GO:0006986","GO:0006986","response to unfolded protein","6/118","137/18723",0.000231634040543146,0.00698444759896568,0.0054301329875935,"TMBIM6/HSPB1/RACK1/NFE2L2/CCND1/AGR2",6
"GO:0071248","GO:0071248","cellular response to metal ion","7/118","197/18723",0.000252733213384677,0.0075320375105224,0.00585586258185058,"CALR/B2M/APP/NQO1/NFE2L2/PRNP/PTGS2",7
"GO:0046031","GO:0046031","ADP metabolic process","5/118","90/18723",0.000261858586766361,0.00771429376876073,0.00599755964608254,"ENO1/GAPDH/APP/PGK1/TPI1",5
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","6/118","141/18723",0.000270600498072965,0.00782189843997478,0.00608121804089461,"CLU/CDC42/RPL13A/TMOD3/TMSB10/LMO4",6
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","11/118","490/18723",0.000271614889253904,0.00782189843997478,0.00608121804089461,"ENO1/ATP5F1B/GAPDH/RHOA/APP/PGK1/ATP5F1A/MDH1/CAT/CHCHD2/TPI1",11
"GO:0007568","GO:0007568","aging","9/118","339/18723",0.000297998903616019,0.00848634655519842,0.00659780028707748,"CALR/B2M/APP/NQO1/NFE2L2/CAT/PRNP/MMP7/PTGS2",9
"GO:0033273","GO:0033273","response to vitamin","5/118","93/18723",0.000305047743827165,0.00859161942229698,0.00667964579600722,"SFRP1/CAT/CCND1/STC1/PTGS2",5
"GO:0051496","GO:0051496","positive regulation of stress fiber assembly","4/118","52/18723",0.000321343779491327,0.00885595813802442,0.00688515873884643,"SFRP1/RHOA/CDC42/RAC1",4
"GO:0060071","GO:0060071","Wnt signaling pathway, planar cell polarity pathway","4/118","52/18723",0.000321343779491327,0.00885595813802442,0.00688515873884643,"SFRP1/RHOA/CDC42/RAC1",4
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","4/118","53/18723",0.000345895979286664,0.00943118505225235,0.00733237501444183,"TMBIM6/NFE2L2/EPAS1/MUC1",4
"GO:0034620","GO:0034620","cellular response to unfolded protein","5/118","96/18723",0.000353433795554997,0.00953527176849956,0.00741329833779069,"TMBIM6/RACK1/NFE2L2/CCND1/AGR2",5
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","10/118","428/18723",0.000380006244286074,0.00990437246385737,0.0077002595946699,"CLU/RHOA/CDC42/RAC1/RACK1/RPL13A/RPS3/TMOD3/TMSB10/LMO4",10
"GO:0050807","GO:0050807","regulation of synapse organization","7/118","211/18723",0.000382966002259011,0.00990437246385737,0.0077002595946699,"CFL1/RHOA/APP/CDC42/PRNP/AGRN/TUBB",7
"GO:0045861","GO:0045861","negative regulation of proteolysis","9/118","351/18723",0.000384172957846712,0.00990437246385737,0.0077002595946699,"APLP2/GAPDH/GPX1/APP/SPINT2/PRDX3/PRNP/TMED10/PTGS2",9
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","6/118","151/18723",0.000390751032706097,0.00990437246385737,0.0077002595946699,"ATP5F1B/RHOA/HSPB1/ATP5F1A/NFE2L2/PTGS2",6
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","6/118","151/18723",0.000390751032706097,0.00990437246385737,0.0077002595946699,"SFRP1/PDIA3/ITM2C/GPX1/TMBIM1/ITGAV",6
"GO:0006622","GO:0006622","protein targeting to lysosome","3/118","23/18723",0.000394165427746177,0.00990437246385737,0.0077002595946699,"CLU/LAMP2/GNPTAB",3
"GO:0019430","GO:0019430","removal of superoxide radicals","3/118","23/18723",0.000394165427746177,0.00990437246385737,0.0077002595946699,"PRDX1/NQO1/NFE2L2",3
"GO:0006165","GO:0006165","nucleoside diphosphate phosphorylation","5/118","99/18723",0.000407414239230236,0.0101378902441465,0.00788181047381539,"ENO1/GAPDH/APP/PGK1/TPI1",5
"GO:0090175","GO:0090175","regulation of establishment of planar polarity","4/118","56/18723",0.000427598471696652,0.0105378354130627,0.00819275209434982,"SFRP1/RHOA/CDC42/RAC1",4
"GO:0046939","GO:0046939","nucleotide phosphorylation","5/118","101/18723",0.000446710863400565,0.0106574555237369,0.00828575202022054,"ENO1/GAPDH/APP/PGK1/TPI1",5
"GO:0010226","GO:0010226","response to lithium ion","3/118","24/18723",0.000448410457424244,0.0106574555237369,0.00828575202022054,"CALR/NFE2L2/PTGS2",3
"GO:0010288","GO:0010288","response to lead ion","3/118","24/18723",0.000448410457424244,0.0106574555237369,0.00828575202022054,"APP/CAT/PTGS2",3
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","6/118","155/18723",0.000449085133267104,0.0106574555237369,0.00828575202022054,"PRDX1/RACK1/NQO1/NFE2L2/RPS3/PRDX3",6
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","4/118","57/18723",0.000457648901489015,0.0107610471056545,0.00836629039612463,"CALR/CDC42/RAC1/P4HB",4
"GO:0050803","GO:0050803","regulation of synapse structure or activity","7/118","218/18723",0.000465722505514228,0.0108513343784815,0.0084364851955831,"CFL1/RHOA/APP/CDC42/PRNP/AGRN/TUBB",7
"GO:0007034","GO:0007034","vacuolar transport","6/118","157/18723",0.000480690398138485,0.0110866684519271,0.00861944817113908,"CLU/GRN/LAMP1/LAMP2/TMEM106B/GNPTAB",6
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","5/118","103/18723",0.000488799662531315,0.0110866684519271,0.00861944817113908,"ENO1/GAPDH/APP/PGK1/TPI1",5
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","5/118","103/18723",0.000488799662531315,0.0110866684519271,0.00861944817113908,"ENO1/GAPDH/APP/PGK1/TPI1",5
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","7/118","221/18723",0.000505294048656323,0.0110975835576004,0.00862793423600536,"CALR/SFRP1/RHOA/CDC42/RAC1/P4HB/AGR2",7
"GO:0032469","GO:0032469","endoplasmic reticulum calcium ion homeostasis","3/118","25/18723",0.000507222914961819,0.0110975835576004,0.00862793423600536,"TMBIM6/APP/TMCO1",3
"GO:0071450","GO:0071450","cellular response to oxygen radical","3/118","25/18723",0.000507222914961819,0.0110975835576004,0.00862793423600536,"PRDX1/NQO1/NFE2L2",3
"GO:0071451","GO:0071451","cellular response to superoxide","3/118","25/18723",0.000507222914961819,0.0110975835576004,0.00862793423600536,"PRDX1/NQO1/NFE2L2",3
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","5/118","104/18723",0.000510930495433809,0.0110975835576004,0.00862793423600536,"AP2M1/RACK1/PRNP/TMBIM1/AGR2",5
"GO:0006090","GO:0006090","pyruvate metabolic process","5/118","106/18723",0.000557444906289522,0.0119060941235004,0.00925651936496548,"ENO1/GAPDH/APP/PGK1/TPI1",5
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","5/118","106/18723",0.000557444906289522,0.0119060941235004,0.00925651936496548,"ENO1/GAPDH/APP/PGK1/TPI1",5
"GO:0071241","GO:0071241","cellular response to inorganic substance","7/118","226/18723",0.00057716889650236,0.0122254866259136,0.00950483445914717,"CALR/B2M/APP/NQO1/NFE2L2/PRNP/PTGS2",7
"GO:0033688","GO:0033688","regulation of osteoblast proliferation","3/118","27/18723",0.000639160846659456,0.0134276168031819,0.0104394433367243,"SFRP1/RHOA/ITGAV",3
"GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis","5/118","110/18723",0.000659939919921873,0.013751431014307,0.0106911961353197,"CLU/B2M/AP2M1/RAC1/ITGAV",5
"GO:0032233","GO:0032233","positive regulation of actin filament bundle assembly","4/118","63/18723",0.00067037518743169,0.0138078878911719,0.0107350891340281,"SFRP1/RHOA/CDC42/RAC1",4
"GO:0051222","GO:0051222","positive regulation of protein transport","8/118","303/18723",0.000673424107060665,0.0138078878911719,0.0107350891340281,"CD81/CDC42/RAC1/RACK1/PRNP/TMED10/TMEM30A/PTGS2",8
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","9/118","381/18723",0.000692698212406944,0.0140903612571349,0.0109547010533529,"SFRP1/GPX1/GRN/B2M/CDC42/ATP5F1A/MAGED1/CCND1/KRT4",9
"GO:0000303","GO:0000303","response to superoxide","3/118","28/18723",0.000712583308921293,0.0141198619239542,0.0109776366601825,"PRDX1/NQO1/NFE2L2",3
