"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099111","GO:0099111","microtubule-based transport","29/276","190/18723",3.10769125855333e-21,8.73261243653486e-19,7.913460707187e-19,"CCDC39/SPAG17/DNAH11/SPEF2/DNAH5/ROPN1L/LCA5L/CFAP53/CFAP45/DNAAF1/SPA17/DAW1/CCDC40/CFAP43/IFT57/MAP1A/TTC21A/RFX3/CCDC103/IFT81/IFT88/DYNC2H1/SLC9A3R1/IFT46/TTC26/IFT74/PCM1/DPCD/HSPB1",29
"GO:0060294","GO:0060294","cilium movement involved in cell motility","23/276","125/18723",5.93189505768946e-19,1.52795730194318e-16,1.38462918846593e-16,"TEKT1/CFAP46/CCDC39/CFAP54/ENKUR/DNAH11/CFAP65/SPEF2/DNAH5/ROPN1L/CFAP45/CFAP44/DRC7/CFAP69/IQCG/CCDC40/CFAP43/MNS1/TTC21A/GAS8/CFAP20/DPCD/DEFB1",23
"GO:0044458","GO:0044458","motile cilium assembly","15/276","48/18723",1.63040010712443e-16,3.87658979317048e-14,3.51295116199038e-14,"FOXJ1/CCDC39/CFAP65/SPEF2/DNAAF1/CFAP44/SPATA6/CFAP69/IQCG/CCDC40/ZMYND10/CFAP43/IFT57/MNS1/BBOF1",15
"GO:0030317","GO:0030317","flagellated sperm motility","19/276","110/18723",2.48883038471634e-15,5.12864981277214e-13,4.64756326577557e-13,"CCDC39/ENKUR/DNAH11/CFAP65/SPEF2/DNAH5/ROPN1L/CFAP45/CFAP44/DRC7/CFAP69/IQCG/CCDC40/CFAP43/MNS1/TTC21A/GAS8/DPCD/DEFB1",19
"GO:0097722","GO:0097722","sperm motility","19/276","110/18723",2.48883038471634e-15,5.12864981277214e-13,4.64756326577557e-13,"CCDC39/ENKUR/DNAH11/CFAP65/SPEF2/DNAH5/ROPN1L/CFAP45/CFAP44/DRC7/CFAP69/IQCG/CCDC40/CFAP43/MNS1/TTC21A/GAS8/DPCD/DEFB1",19
"GO:0007368","GO:0007368","determination of left/right symmetry","19/276","124/18723",2.45428523859589e-14,4.74137229531243e-12,4.29661382888398e-12,"FOXJ1/DNAI2/CCDC39/ENKUR/DNAH11/DNAH5/CFAP53/CFAP45/DNAAF1/DRC1/DAW1/CCDC40/RPGRIP1L/IFT57/RFX3/CCDC103/DYNC2H1/IFT74/DPCD",19
"GO:0009855","GO:0009855","determination of bilateral symmetry","19/276","133/18723",9.15270062686313e-14,1.66417633162552e-11,1.50807036334878e-11,"FOXJ1/DNAI2/CCDC39/ENKUR/DNAH11/DNAH5/CFAP53/CFAP45/DNAAF1/DRC1/DAW1/CCDC40/RPGRIP1L/IFT57/RFX3/CCDC103/DYNC2H1/IFT74/DPCD",19
"GO:0009799","GO:0009799","specification of symmetry","19/276","134/18723",1.05254326687491e-13,1.80063132211205e-11,1.63172536502926e-11,"FOXJ1/DNAI2/CCDC39/ENKUR/DNAH11/DNAH5/CFAP53/CFAP45/DNAAF1/DRC1/DAW1/CCDC40/RPGRIP1L/IFT57/RFX3/CCDC103/DYNC2H1/IFT74/DPCD",19
"GO:0070286","GO:0070286","axonemal dynein complex assembly","12/276","37/18723",1.10682611194206e-13,1.80063132211205e-11,1.63172536502926e-11,"DNAI2/CCDC39/DNAH5/DNAAF1/DRC1/DAW1/CCDC40/ZMYND10/DNAH7/DNAL1/CCDC103/SPAG1",12
"GO:0060287","GO:0060287","epithelial cilium movement involved in determination of left/right asymmetry","8/276","12/18723",9.4800345410623e-13,1.46513933832118e-10,1.32770378493509e-10,"CCDC39/DNAH11/CFAP53/CFAP45/DNAAF1/CCDC40/RFX3/CCDC103",8
"GO:0003352","GO:0003352","regulation of cilium movement","11/276","36/18723",2.53758561426806e-12,3.73508434938218e-10,3.38471945842973e-10,"CCDC39/DNAH11/CFAP45/DNAAF1/DRC1/CFAP69/CCDC40/CFAP43/CFAP298/CFAP20/DEFB1",11
"GO:0060632","GO:0060632","regulation of microtubule-based movement","11/276","51/18723",1.65399102936145e-10,2.32385739625284e-08,2.10587087518222e-08,"CCDC39/DNAH11/CFAP45/DNAAF1/DRC1/CFAP69/CCDC40/CFAP43/CFAP298/CFAP20/DEFB1",11
"GO:0042073","GO:0042073","intraciliary transport","10/276","40/18723",2.36406201704967e-10,3.17709378030458e-08,2.87907049307514e-08,"LCA5L/IFT57/TTC21A/IFT81/IFT88/DYNC2H1/IFT46/TTC26/IFT74/PCM1",10
"GO:0003356","GO:0003356","regulation of cilium beat frequency","7/276","15/18723",8.15675967536284e-10,1.05052267318944e-07,9.51979714743005e-08,"CCDC39/DNAH11/CFAP45/DNAAF1/CCDC40/CFAP43/CFAP20",7
"GO:0007389","GO:0007389","pattern specification process","26/276","436/18723",1.698102710034e-09,2.09953419068604e-07,1.90259002585284e-07,"FOXJ1/DNAI2/CCDC39/ENKUR/DZIP1L/DNAH11/DNAH5/CFAP53/CFAP45/DNAAF1/DRC1/DAW1/BASP1/CCDC40/RPGRIP1L/IFT57/MNS1/RFX3/CCDC103/DYNC2H1/TULP3/IFT74/DPCD/HES4/BTG2/TP63",26
"GO:0061512","GO:0061512","protein localization to cilium","11/276","65/18723",2.58983275099007e-09,3.07891270511935e-07,2.79009917019619e-07,"CCDC39/DZIP1L/DNAH11/MAPK15/ZMYND10/TTC21A/DYNC2H1/TTC26/GAS8/TULP3/CCDC66",11
"GO:0007286","GO:0007286","spermatid development","16/276","165/18723",3.07359970513893e-09,3.5187024772535e-07,3.18863501574062e-07,"CFAP65/SPEF2/ROPN1L/CFAP44/CFAP69/IQCG/CFAP43/PACRG/RFX2/MNS1/RSPH1/TTC21A/TTC26/STRBP/DYNLL1/DEFB1",16
"GO:0048515","GO:0048515","spermatid differentiation","16/276","172/18723",5.62392792135376e-09,6.20841471603731e-07,5.62604217997081e-07,"CFAP65/SPEF2/ROPN1L/CFAP44/CFAP69/IQCG/CFAP43/PACRG/RFX2/MNS1/RSPH1/TTC21A/TTC26/STRBP/DYNLL1/DEFB1",16
"GO:0032886","GO:0032886","regulation of microtubule-based process","18/276","240/18723",1.88455988146588e-08,2.00868089434864e-06,1.82025910874073e-06,"STMND1/CCDC39/SPEF1/DNAH11/CFAP45/DNAAF1/MAPK15/DIXDC1/DRC1/CFAP69/CCDC40/CFAP43/MAP1A/MAP9/SLAIN2/CFAP298/CFAP20/DEFB1",18
"GO:0036158","GO:0036158","outer dynein arm assembly","7/276","22/18723",1.97878169321716e-08,2.03880473791141e-06,1.84755722303539e-06,"DNAI2/DNAH5/DNAAF1/DAW1/ZMYND10/DNAL1/CCDC103",7
"GO:0007288","GO:0007288","sperm axoneme assembly","7/276","25/18723",5.37017561959912e-08,5.18725401255653e-06,4.70067017228726e-06,"CFAP65/SPEF2/CFAP44/CFAP69/IQCG/CFAP43/MNS1",7
"GO:0120316","GO:0120316","sperm flagellum assembly","7/276","25/18723",5.37017561959912e-08,5.18725401255653e-06,4.70067017228726e-06,"CFAP65/SPEF2/CFAP44/CFAP69/IQCG/CFAP43/MNS1",7
"GO:0036159","GO:0036159","inner dynein arm assembly","6/276","16/18723",6.8759359802436e-08,6.44046003482818e-06,5.83632077940294e-06,"CCDC39/DNAAF1/CCDC40/ZMYND10/DNAH7/CCDC103",6
"GO:0090660","GO:0090660","cerebrospinal fluid circulation","5/276","11/18723",2.88479538785282e-07,2.6226183952509e-05,2.37660697432704e-05,"CCDC39/CFAP45/DAW1/CFAP43/SLC9A3R1",5
"GO:0060541","GO:0060541","respiratory system development","15/276","203/18723",3.57937167733688e-07,3.16109652989951e-05,2.8645738446296e-05,"FOXJ1/CCDC39/SPEF2/DNAAF1/BASP1/CCDC40/HYDIN/RPGRIP1L/EPAS1/TULP3/ERRFI1/HOPX/WDPCP/CCN2/CHI3L1",15
"GO:1905515","GO:1905515","non-motile cilium assembly","8/276","61/18723",3.0169453039612e-06,0.000259038275959557,0.000234739516194174,"CEP126/RPGRIP1L/IFT57/TMEM216/IFT88/DYNC2H1/IFT74/PCM1",8
"GO:0010970","GO:0010970","transport along microtubule","12/276","155/18723",3.31535354625968e-06,0.000276966427337531,0.000250985939874737,"LCA5L/IFT57/MAP1A/TTC21A/IFT81/IFT88/DYNC2H1/IFT46/TTC26/IFT74/PCM1/HSPB1",12
"GO:0007281","GO:0007281","germ cell development","16/276","278/18723",4.0006952342366e-06,0.000325424972869087,0.000294898892473783,"CFAP65/SPEF2/ROPN1L/CFAP44/CFAP69/IQCG/CFAP43/PACRG/RFX2/MNS1/RSPH1/TTC21A/TTC26/STRBP/DYNLL1/DEFB1",16
"GO:0007224","GO:0007224","smoothened signaling pathway","11/276","138/18723",6.44097743910458e-06,0.000510488750365955,0.00046260299501909,"DZIP1L/RPGRIP1L/IFT57/IQUB/IFT81/DYNC2H1/TTC26/GAS8/TULP3/CFAP410/WDPCP",11
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","13/276","195/18723",6.77144871541295e-06,0.000517801716486645,0.000469229977548047,"LCA5L/TUBA1A/IFT57/MAP1A/TTC21A/IFT81/IFT88/DYNC2H1/IFT46/TTC26/IFT74/PCM1/HSPB1",13
"GO:0008544","GO:0008544","epidermis development","17/276","324/18723",6.86828546617678e-06,0.000517801716486645,0.000469229977548047,"CST6/SLC44A4/SLC9A3R1/HPSE/IFT74/ZFP36L1/ERRFI1/WDPCP/FOSL2/FA2H/CCN2/FOXQ1/SFN/TP63/KRT15/COL17A1/KRT5",17
"GO:0060972","GO:0060972","left/right pattern formation","5/276","21/18723",1.12582587221499e-05,0.000828554231194413,0.000750832743349395,"FOXJ1/DNAAF1/IFT57/MNS1/DPCD",5
"GO:0002064","GO:0002064","epithelial cell development","12/276","220/18723",0.000108502977679542,0.00779959776761545,0.00706796630612635,"FOXJ1/HYDIN/RFX3/SLC9A3R1/VCL/IFT74/WDPCP/FOSL2/PTPRS/TFCP2L1/SFN/TP63",12
"GO:0031960","GO:0031960","response to corticosteroid","10/276","167/18723",0.000191009573515644,0.013418422539474,0.0121597242852901,"ALPL/CALM1/FOS/ZFP36L1/ERRFI1/ADM/CCN2/PTGS2/IGFBP2/SCGB1A1",10
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism","16/276","384/18723",0.000197604245472375,0.0135083856293374,0.0122412485006273,"CFAP65/SPEF2/ROPN1L/CFAP44/CFAP69/IQCG/CFAP43/PACRG/RFX2/MNS1/RSPH1/TTC21A/TTC26/STRBP/DYNLL1/DEFB1",16
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","12/276","235/18723",0.000201030649935142,0.0135083856293374,0.0122412485006273,"NEK5/IFT57/CCN1/F3/BCL10/MYC/CCN2/CD44/SFN/PTGS2/TP63/NR4A1",12
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","6/276","58/18723",0.000206838183459369,0.013602911171764,0.0123269071934016,"CD74/JUN/FOS/TRIB1/KITLG/ZFP36L1",6
"GO:0045655","GO:0045655","regulation of monocyte differentiation","4/276","21/18723",0.000226904941234161,0.0146117327782248,0.0132410975575461,"CD74/JUN/ZFP36L1/MYC",4
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","11/276","209/18723",0.000284624342675947,0.0179545682288031,0.0162703625319161,"IFT57/CCN1/F3/BCL10/MYC/CCN2/CD44/SFN/PTGS2/TP63/NR4A1",11
"GO:0051302","GO:0051302","regulation of cell division","10/276","177/18723",0.000305310038716064,0.0188742665934271,0.017103789747862,"EFHC1/CDC14A/CETN2/MAP9/CSPP1/CALM1/CALM2/MYC/SFN/TP63",10
"GO:0002181","GO:0002181","cytoplasmic translation","9/276","148/18723",0.000355103184313845,0.0211081527445018,0.0191281290173915,"RPL28/RPS9/RPS14/RPL29/RPL26/RPS16/RPL7A/RPS15A/RPL10A",9
"GO:0051384","GO:0051384","response to glucocorticoid","9/276","148/18723",0.000355103184313845,0.0211081527445018,0.0191281290173915,"ALPL/CALM1/FOS/ZFP36L1/ERRFI1/ADM/PTGS2/IGFBP2/SCGB1A1",9
"GO:0030323","GO:0030323","respiratory tube development","10/276","181/18723",0.000364789000307299,0.0212747698103747,0.0192791167789021,"FOXJ1/CCDC39/DNAAF1/CCDC40/EPAS1/TULP3/ERRFI1/HOPX/CCN2/CHI3L1",10
"GO:0021762","GO:0021762","substantia nigra development","5/276","44/18723",0.000455570163357336,0.0256623933166594,0.0232551647791145,"BASP1/CKB/CALM1/CALM2/DYNLL1",5
"GO:0042490","GO:0042490","mechanoreceptor differentiation","6/276","67/18723",0.000456626215598922,0.0256623933166594,0.0232551647791145,"IFT88/SLC44A4/SLC9A3R1/SDC4/WDPCP/ADGRV1",6
"GO:0043589","GO:0043589","skin morphogenesis","3/276","11/18723",0.000478964566630736,0.0259733241308001,0.0235369291191946,"ERRFI1/ITGB4/TP63",3
"GO:0045657","GO:0045657","positive regulation of monocyte differentiation","3/276","11/18723",0.000478964566630736,0.0259733241308001,0.0235369291191946,"CD74/JUN/ZFP36L1",3
"GO:0060119","GO:0060119","inner ear receptor cell development","5/276","45/18723",0.000506410412077705,0.0269881824781412,0.0244565899553317,"IFT88/SLC9A3R1/SDC4/WDPCP/ADGRV1",5
"GO:0060295","GO:0060295","regulation of cilium movement involved in cell motility","4/276","26/18723",0.000534875759747734,0.0275550162230041,0.0249702525734863,"CFAP45/CFAP69/CFAP20/DEFB1",4
"GO:1902019","GO:1902019","regulation of cilium-dependent cell motility","4/276","26/18723",0.000534875759747734,0.0275550162230041,0.0249702525734863,"CFAP45/CFAP69/CFAP20/DEFB1",4
"GO:0021670","GO:0021670","lateral ventricle development","3/276","12/18723",0.000631673721349231,0.0320082536506635,0.0290057596636808,"DNAH5/RPGRIP1L/DPCD",3
"GO:0003334","GO:0003334","keratinocyte development","3/276","13/18723",0.000812251011373257,0.040269871462934,0.0364924068051108,"IFT74/FOSL2/SFN",3
"GO:0021591","GO:0021591","ventricular system development","4/276","29/18723",0.000820770592741781,0.040269871462934,0.0364924068051108,"DNAH5/HYDIN/RPGRIP1L/DPCD",4
"GO:0009913","GO:0009913","epidermal cell differentiation","10/276","202/18723",0.000858145237348716,0.0414457332600763,0.0375579683648838,"SLC44A4/SLC9A3R1/IFT74/ZFP36L1/ERRFI1/WDPCP/FOSL2/FA2H/SFN/TP63",10
"GO:0007566","GO:0007566","embryo implantation","5/276","53/18723",0.00108087510408548,0.0513997684112033,0.04657827776472,"TPPP3/ITGB4/RPL29/PTGS2/SCGB1A1",5
"GO:0035767","GO:0035767","endothelial cell chemotaxis","4/276","32/18723",0.00120035505569075,0.0562166284415169,0.0509432982965406,"SEMA5A/EGR3/HSPB1/NR4A1",4
"GO:0030324","GO:0030324","lung development","9/276","177/18723",0.00128121808554093,0.0591081358568209,0.0535635714944918,"FOXJ1/CCDC39/DNAAF1/CCDC40/EPAS1/ERRFI1/HOPX/CCN2/CHI3L1",9
"GO:0003002","GO:0003002","regionalization","13/276","331/18723",0.00132726165090642,0.0603318494551725,0.0546724961774299,"FOXJ1/DZIP1L/DNAAF1/BASP1/RPGRIP1L/IFT57/MNS1/DYNC2H1/TULP3/DPCD/HES4/BTG2/TP63",13
"GO:0060122","GO:0060122","inner ear receptor cell stereocilium organization","4/276","33/18723",0.00135024933726686,0.0604872565433602,0.0548133254991168,"IFT88/SLC9A3R1/SDC4/ADGRV1",4
"GO:0031122","GO:0031122","cytoplasmic microtubule organization","5/276","56/18723",0.00138810785371115,0.0608911623916629,0.0551793434671848,"CEP126/KIF19/SLAIN2/PCM1/WDR73",5
"GO:0052547","GO:0052547","regulation of peptidase activity","16/276","461/18723",0.00141648232599454,0.0608911623916629,0.0551793434671848,"NEK5/IFT57/CST6/SORL1/CCN1/GRN/F3/BCL10/MYC/CCN2/CD44/SFN/PTGS2/TP63/NR4A1/TIMP3",16
"GO:0001822","GO:0001822","kidney development","12/276","293/18723",0.00141836418382392,0.0608911623916629,0.0551793434671848,"FOXJ1/BASP1/RPGRIP1L/IFT88/EGR1/DYNC2H1/SDC4/PROM1/WDPCP/GCNT1/MYC/CRLF1",12
"GO:1902017","GO:1902017","regulation of cilium assembly","5/276","57/18723",0.0015035283202434,0.0631872852743947,0.0572600814300139,"MAPK15/CDKL1/ZMYND10/MNS1/IFT88",5
"GO:0043516","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","4/276","34/18723",0.00151273345529123,0.0631872852743947,0.0572600814300139,"CD74/KMT5A/CD44/RPL26",4
"GO:1902165","GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","3/276","16/18723",0.00153920019983722,0.0634355709026247,0.0574850769370785,"CD74/CD44/RPL26",3
"GO:0001655","GO:0001655","urogenital system development","13/276","338/18723",0.00159913690788242,0.0650385813455865,0.0589377190010406,"FOXJ1/BASP1/RPGRIP1L/IFT88/EGR1/DYNC2H1/SDC4/PROM1/WDPCP/GCNT1/MYC/TP63/CRLF1",13
"GO:0031503","GO:0031503","protein-containing complex localization","10/276","220/18723",0.0016312882652131,0.0654845717892687,0.0593418738719351,"LCA5L/IFT57/TTC21A/IFT81/IFT88/DYNC2H1/IFT46/TTC26/IFT74/PCM1",10
"GO:0051592","GO:0051592","response to calcium ion","8/276","149/18723",0.00167579872856869,0.0664088957693056,0.0601794928032563,"SYT5/CALM1/FOS/CALM2/APOBEC1/ADGRV1/CPNE3/PTGES",8
"GO:0072001","GO:0072001","renal system development","12/276","302/18723",0.00182815731369596,0.0715295475523319,0.0648198082844098,"FOXJ1/BASP1/RPGRIP1L/IFT88/EGR1/DYNC2H1/SDC4/PROM1/WDPCP/GCNT1/MYC/CRLF1",12
"GO:0030224","GO:0030224","monocyte differentiation","4/276","36/18723",0.00187763115195094,0.0725119318260545,0.0657100412365717,"CD74/JUN/ZFP36L1/MYC",4
"GO:0021915","GO:0021915","neural tube development","8/276","152/18723",0.00190018326687493,0.0725119318260545,0.0657100412365717,"DZIP1L/RPGRIP1L/IFT57/TULP3/SDC4/ZFP36L1/BCL10/ADM",8
"GO:0052548","GO:0052548","regulation of endopeptidase activity","15/276","432/18723",0.00197190901679333,0.0743313508647338,0.067358791960039,"NEK5/IFT57/CST6/SORL1/CCN1/F3/BCL10/MYC/CCN2/CD44/SFN/PTGS2/TP63/NR4A1/TIMP3",15
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","7/276","120/18723",0.00202462659435701,0.0753990458211748,0.0683263331335954,"CD74/JUN/FOS/TRIB1/KITLG/ZFP36L1/MYC",7
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","8/276","154/18723",0.00206248522927796,0.0758945457583114,0.0687753533221634,"FOXJ1/RFX3/VCL/PROM1/ZFP36L1/ERRFI1/SFN/TP63",8
"GO:0060113","GO:0060113","inner ear receptor cell differentiation","5/276","62/18723",0.0021891819094311,0.0796089562594299,0.0721413382166708,"IFT88/SLC9A3R1/SDC4/WDPCP/ADGRV1",5
"GO:0001947","GO:0001947","heart looping","5/276","63/18723",0.00234975520007426,0.0844545735282505,0.0765324184503992,"CCDC39/DNAAF1/CCDC40/IFT57/CCDC103",5
"GO:0032465","GO:0032465","regulation of cytokinesis","6/276","92/18723",0.00240367170046358,0.0853994163923324,0.0773886315176477,"CDC14A/CETN2/MAP9/CSPP1/CALM1/CALM2",6
"GO:0048857","GO:0048857","neural nucleus development","5/276","64/18723",0.00251872469997719,0.0884702050866988,0.0801713687397046,"BASP1/CKB/CALM1/CALM2/DYNLL1",5
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","5/276","67/18723",0.00307851925322905,0.105730033463678,0.095812160618041,"EGR1/ATF3/FOS/BTG2/NR4A1",5
"GO:0061371","GO:0061371","determination of heart left/right asymmetry","5/276","67/18723",0.00307851925322905,0.105730033463678,0.095812160618041,"CCDC39/DNAAF1/CCDC40/IFT57/CCDC103",5
"GO:0072311","GO:0072311","glomerular epithelial cell differentiation","3/276","21/18723",0.00346204402035208,0.117535231841507,0.106509987205725,"FOXJ1/BASP1/PROM1",3
"GO:0003143","GO:0003143","embryonic heart tube morphogenesis","5/276","69/18723",0.00349829871543793,0.117535231841507,0.106509987205725,"CCDC39/DNAAF1/CCDC40/IFT57/CCDC103",5
"GO:0031952","GO:0031952","regulation of protein autophosphorylation","4/276","43/18723",0.00362951737541538,0.11934934263201,0.108153927614561,"CALM1/CALM2/ERRFI1/RAP2B",4
"GO:0042771","GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","4/276","43/18723",0.00362951737541538,0.11934934263201,0.108153927614561,"CD74/CD44/RPL26/TP63",4
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","12/276","330/18723",0.00376440442176438,0.122481832291302,0.110992578020111,"CD74/SLC9A3R1/ATF3/CCN1/ZFP36L1/ERRFI1/MYC/CCN2/CD44/DUSP6/TIMP3/CHI3L1",12
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis","3/276","22/18723",0.00396539895077662,0.127677584967193,0.115700949649305,"CCN1/ZFP36L1/ADM",3
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","5/276","72/18723",0.00420285637831531,0.132986623525709,0.120511980521348,"CD74/KMT5A/CD44/RPL26/NDRG1",5
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","6/276","103/18723",0.0042163342301907,0.132986623525709,0.120511980521348,"CD74/JUN/FOS/TRIB1/KITLG/ZFP36L1",6
"GO:0006457","GO:0006457","protein folding","9/276","212/18723",0.00432130113925293,0.134920624458897,0.122264564928783,"DNAJB13/CD74/ZMYND10/PPIL6/RUVBL2/HSPA4L/GRN/HSPH1/HSPB1",9
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","13/276","381/18723",0.00446716464930641,0.138080059310061,0.125127632966362,"IFT57/IFT74/GRN/ZFP36L1/ERRFI1/F3/SEMA5A/EGR3/KRT4/MYC/SFN/TP63/NR4A1",13
